Data,Produto,Quantidade,Preço Unitário,Total Venda,Estação
2024-04-03,Deck de Prancha,5,389.58,1558.32,Outono
2024-04-04,Bermuda de Surf,1,1685.66,1348.53,Outono
2024-04-04,Camisa UV,2,1636.6,2618.56,Outono
2024-04-04,Camisa UV,3,1548.93,3717.43,Outono
2024-04-04,Chinelo,5,1786.68,7146.72,Outono
2024-04-04,Deck de Prancha,3,331.56,795.74,Outono
2024-04-04,Bermuda de Surf,5,569.56,2278.24,Outono
2024-04-04,Chinelo,3,1291.11,3098.66,Outono
2024-04-04,Boné,4,1224.05,3916.96,Outono
2024-04-04,Capa de Prancha,4,255.0,816.0,Outono
2024-04-04,Capa de Prancha,3,326.44,783.46,Outono
2024-04-04,Leash,4,401.66,1285.31,Outono
2024-04-04,Mochila Impermeável,1,1683.54,1346.83,Outono
2024-04-04,Boné,4,1852.36,5927.55,Outono
2024-04-04,Cera para Prancha,3,499.83,1199.59,Outono
2024-04-04,Cera para Prancha,3,1209.79,2903.5,Outono
2024-04-04,Óculos de Sol,5,1366.75,5467.0,Outono
2024-04-04,Leash,4,733.62,2347.58,Outono
2024-04-04,Leash,5,1988.76,7955.04,Outono
2024-04-04,Boné,3,1765.02,4236.05,Outono
2024-04-04,Roupa de Neoprene,3,1702.54,4086.1,Outono
2024-04-04,Chinelo,3,1082.56,2598.14,Outono
2024-04-04,Leash,1,1003.54,802.83,Outono
2024-04-04,Roupa de Neoprene,4,630.3,2016.96,Outono
2024-04-04,Cera para Prancha,5,1951.07,7804.28,Outono
2024-04-04,Deck de Prancha,1,298.94,239.15,Outono
2024-04-04,Mochila Impermeável,1,1945.08,1556.06,Outono
2024-04-05,Leash,3,597.47,1433.93,Outono
2024-04-05,Roupa de Neoprene,5,1959.99,7839.96,Outono
2024-04-05,Óculos de Sol,5,1294.15,5176.6,Outono
2024-04-05,Boné,1,895.72,716.58,Outono
2024-04-05,Rash Guard,3,605.25,1452.6,Outono
2024-04-05,Leash,5,349.33,1397.32,Outono
2024-04-05,Leash,3,1614.39,3874.54,Outono
2024-04-05,Boné,2,385.98,617.57,Outono
2024-04-05,Mochila Impermeável,1,532.6,426.08,Outono
2024-04-05,Leash,1,1690.14,1352.11,Outono
2024-04-05,Boné,4,130.98,419.14,Outono
2024-04-05,Boné,4,652.48,2087.94,Outono
2024-04-05,Bermuda de Surf,5,1680.86,6723.44,Outono
2024-04-05,Cera para Prancha,4,752.18,2406.98,Outono
2024-04-05,Capa de Prancha,4,951.49,3044.77,Outono
2024-04-05,Bermuda de Surf,1,1257.88,1006.3,Outono
2024-04-05,Cera para Prancha,3,628.7,1508.88,Outono
2024-04-05,Roupa de Neoprene,2,1829.52,2927.23,Outono
2024-04-05,Boné,2,1831.82,2930.91,Outono
2024-04-05,Mochila Impermeável,5,1718.96,6875.84,Outono
2024-04-05,Rash Guard,3,429.28,1030.27,Outono
2024-04-05,Capa de Prancha,3,660.56,1585.34,Outono
2024-04-06,Cera para Prancha,2,1924.55,3079.28,Outono
2024-04-06,Mochila Impermeável,4,559.18,1789.38,Outono
2024-04-06,Camisa UV,3,1205.08,2892.19,Outono
2024-04-06,Chinelo,3,554.84,1331.62,Outono
2024-04-06,Cera para Prancha,4,922.82,2953.02,Outono
2024-04-06,Bermuda de Surf,5,1956.38,7825.52,Outono
2024-04-06,Capa de Prancha,1,805.52,644.42,Outono
2024-04-07,Rash Guard,2,767.0,1227.2,Outono
2024-04-07,Chinelo,1,840.04,672.03,Outono
2024-04-07,Capa de Prancha,1,1043.85,835.08,Outono
2024-04-07,Mochila Impermeável,1,649.62,519.7,Outono
2024-04-07,Camisa UV,2,837.59,1340.14,Outono
2024-04-07,Roupa de Neoprene,1,1406.58,1125.26,Outono
2024-04-07,Camisa UV,3,393.97,945.53,Outono
2024-04-07,Roupa de Neoprene,4,1752.92,5609.34,Outono
2024-04-07,Chinelo,3,929.43,2230.63,Outono
2024-04-07,Óculos de Sol,4,1488.54,4763.33,Outono
2024-04-07,Deck de Prancha,2,1180.57,1888.91,Outono
2024-04-08,Cera para Prancha,5,1739.32,6957.28,Outono
2024-04-08,Cera para Prancha,4,1998.08,6393.86,Outono
2024-04-08,Roupa de Neoprene,3,1740.81,4177.94,Outono
2024-04-08,Cera para Prancha,3,575.86,1382.06,Outono
2024-04-08,Deck de Prancha,5,1316.77,5267.08,Outono
2024-04-08,Cera para Prancha,3,1870.4,4488.96,Outono
2024-04-09,Cera para Prancha,3,1652.88,3966.91,Outono
2024-04-09,Mochila Impermeável,4,1547.26,4951.23,Outono
2024-04-09,Deck de Prancha,3,172.07,412.97,Outono
2024-04-09,Capa de Prancha,2,1612.53,2580.05,Outono
2024-04-09,Roupa de Neoprene,3,1512.72,3630.53,Outono
2024-04-09,Rash Guard,3,461.5,1107.6,Outono
2024-04-09,Chinelo,1,1175.4,940.32,Outono
2024-04-09,Rash Guard,1,590.94,472.75,Outono
2024-04-09,Capa de Prancha,4,112.11,358.75,Outono
2024-04-09,Chinelo,4,1221.46,3908.67,Outono
2024-04-09,Bermuda de Surf,5,443.68,1774.72,Outono
2024-04-09,Chinelo,5,1478.19,5912.76,Outono
2024-04-09,Bermuda de Surf,3,1515.17,3636.41,Outono
2024-04-09,Leash,3,650.47,1561.13,Outono
2024-04-09,Prancha de Surf,5,557.26,2229.04,Outono
2024-04-09,Prancha de Surf,4,963.44,3083.01,Outono
2024-04-09,Prancha de Surf,2,1490.24,2384.38,Outono
2024-04-09,Mochila Impermeável,4,1488.03,4761.7,Outono
2024-04-09,Bermuda de Surf,5,1826.93,7307.72,Outono
2024-04-09,Camisa UV,5,489.56,1958.24,Outono
2024-04-09,Cera para Prancha,5,751.86,3007.44,Outono
2024-04-10,Rash Guard,5,1634.22,6536.88,Outono
2024-04-10,Boné,1,592.91,474.33,Outono
2024-04-10,Chinelo,5,648.05,2592.2,Outono
2024-04-10,Cera para Prancha,1,1299.14,1039.31,Outono
2024-04-10,Bermuda de Surf,5,342.53,1370.12,Outono
2024-04-10,Bermuda de Surf,4,716.22,2291.9,Outono
2024-04-10,Chinelo,2,901.13,1441.81,Outono
2024-04-10,Camisa UV,5,1293.67,5174.68,Outono
2024-04-10,Boné,1,544.68,435.74,Outono
2024-04-10,Óculos de Sol,1,1585.71,1268.57,Outono
2024-04-10,Óculos de Sol,3,907.19,2177.26,Outono
2024-04-10,Roupa de Neoprene,3,1920.06,4608.14,Outono
2024-04-10,Deck de Prancha,3,1327.87,3186.89,Outono
2024-04-10,Rash Guard,2,982.71,1572.34,Outono
2024-04-10,Rash Guard,4,1769.45,5662.24,Outono
2024-04-10,Bermuda de Surf,3,504.04,1209.7,Outono
2024-04-10,Chinelo,3,676.01,1622.42,Outono
2024-04-10,Cera para Prancha,1,1890.36,1512.29,Outono
2024-04-10,Óculos de Sol,2,999.07,1598.51,Outono
2024-04-10,Roupa de Neoprene,4,387.53,1240.1,Outono
2024-04-10,Óculos de Sol,1,1503.36,1202.69,Outono
2024-04-11,Cera para Prancha,5,1269.69,5078.76,Outono
2024-04-11,Rash Guard,1,160.36,128.29,Outono
2024-04-11,Rash Guard,3,1973.8,4737.12,Outono
2024-04-11,Camisa UV,5,118.71,474.84,Outono
2024-04-11,Bermuda de Surf,3,1869.63,4487.11,Outono
2024-04-11,Bermuda de Surf,1,367.26,293.81,Outono
2024-04-11,Roupa de Neoprene,4,276.57,885.02,Outono
2024-04-11,Deck de Prancha,5,841.2,3364.8,Outono
2024-04-11,Leash,1,357.19,285.75,Outono
2024-04-11,Deck de Prancha,3,1349.58,3238.99,Outono
2024-04-11,Capa de Prancha,3,1511.93,3628.63,Outono
2024-04-11,Camisa UV,2,695.57,1112.91,Outono
2024-04-11,Boné,3,341.08,818.59,Outono
2024-04-11,Prancha de Surf,1,1609.67,1287.74,Outono
2024-04-11,Boné,5,1137.7,4550.8,Outono
2024-04-11,Prancha de Surf,1,1507.18,1205.74,Outono
2024-04-11,Mochila Impermeável,3,1180.05,2832.12,Outono
2024-04-11,Camisa UV,1,1916.19,1532.95,Outono
2024-04-11,Rash Guard,3,700.08,1680.19,Outono
2024-04-11,Deck de Prancha,2,1278.76,2046.02,Outono
2024-04-11,Bermuda de Surf,1,1444.32,1155.46,Outono
2024-04-11,Cera para Prancha,4,795.35,2545.12,Outono
2024-04-11,Rash Guard,5,907.03,3628.12,Outono
2024-04-11,Cera para Prancha,3,1171.75,2812.2,Outono
2024-04-11,Cera para Prancha,2,230.3,368.48,Outono
2024-04-12,Capa de Prancha,3,918.57,2204.57,Outono
2024-04-12,Prancha de Surf,1,416.25,333.0,Outono
2024-04-12,Bermuda de Surf,2,1416.14,2265.82,Outono
2024-04-12,Roupa de Neoprene,4,564.53,1806.5,Outono
2024-04-12,Deck de Prancha,4,1919.93,6143.78,Outono
2024-04-12,Óculos de Sol,4,1550.92,4962.94,Outono
2024-04-12,Prancha de Surf,1,1813.5,1450.8,Outono
2024-04-12,Bermuda de Surf,4,849.48,2718.34,Outono
2024-04-12,Deck de Prancha,4,686.86,2197.95,Outono
2024-04-12,Roupa de Neoprene,2,539.25,862.8,Outono
2024-04-12,Óculos de Sol,2,337.82,540.51,Outono
2024-04-12,Leash,2,514.42,823.07,Outono
2024-04-12,Deck de Prancha,2,286.48,458.37,Outono
2024-04-12,Óculos de Sol,2,1514.35,2422.96,Outono
2024-04-12,Capa de Prancha,4,861.63,2757.22,Outono
2024-04-12,Rash Guard,5,924.52,3698.08,Outono
2024-04-12,Leash,4,1232.78,3944.9,Outono
2024-04-12,Camisa UV,4,834.59,2670.69,Outono
2024-04-12,Deck de Prancha,3,1764.17,4234.01,Outono
2024-04-12,Cera para Prancha,4,925.98,2963.14,Outono
2024-04-12,Deck de Prancha,1,1028.34,822.67,Outono
2024-04-12,Mochila Impermeável,4,726.49,2324.77,Outono
2024-04-12,Cera para Prancha,3,1777.44,4265.86,Outono
2024-04-12,Roupa de Neoprene,4,1792.79,5736.93,Outono
2024-04-12,Leash,4,1692.49,5415.97,Outono
2024-04-12,Leash,3,1374.48,3298.75,Outono
2024-04-12,Roupa de Neoprene,4,1963.75,6284.0,Outono
2024-04-12,Roupa de Neoprene,3,1232.06,2956.94,Outono
2024-04-13,Rash Guard,4,240.62,769.98,Outono
2024-04-13,Roupa de Neoprene,3,784.28,1882.27,Outono
2024-04-13,Capa de Prancha,2,1471.42,2354.27,Outono
2024-04-13,Prancha de Surf,4,715.05,2288.16,Outono
2024-04-13,Cera para Prancha,2,1998.62,3197.79,Outono
2024-04-13,Óculos de Sol,5,732.49,2929.96,Outono
2024-04-13,Deck de Prancha,2,1417.81,2268.5,Outono
2024-04-13,Roupa de Neoprene,2,1407.43,2251.89,Outono
2024-04-13,Rash Guard,4,245.07,784.22,Outono
2024-04-13,Capa de Prancha,3,1769.59,4247.02,Outono
2024-04-13,Camisa UV,5,1521.85,6087.4,Outono
2024-04-13,Chinelo,4,1976.02,6323.26,Outono
2024-04-13,Bermuda de Surf,4,1326.17,4243.74,Outono
2024-04-13,Deck de Prancha,5,184.73,738.92,Outono
2024-04-13,Rash Guard,4,1223.8,3916.16,Outono
2024-04-13,Rash Guard,1,487.48,389.98,Outono
2024-04-13,Camisa UV,1,674.62,539.7,Outono
2024-04-14,Bermuda de Surf,4,995.98,3187.14,Outono
2024-04-14,Óculos de Sol,5,865.24,3460.96,Outono
2024-04-14,Camisa UV,4,1259.22,4029.5,Outono
2024-04-14,Chinelo,3,946.4,2271.36,Outono
2024-04-14,Capa de Prancha,1,1081.65,865.32,Outono
2024-04-14,Leash,1,1382.05,1105.64,Outono
2024-04-14,Camisa UV,2,1333.2,2133.12,Outono
2024-04-14,Mochila Impermeável,4,1456.41,4660.51,Outono
2024-04-14,Óculos de Sol,5,1938.36,7753.44,Outono
2024-04-14,Boné,4,1776.93,5686.18,Outono
2024-04-14,Mochila Impermeável,2,417.87,668.59,Outono
2024-04-14,Camisa UV,3,1281.86,3076.46,Outono
2024-04-14,Chinelo,4,615.55,1969.76,Outono
2024-04-14,Leash,1,1201.74,961.39,Outono
2024-04-14,Prancha de Surf,2,1179.12,1886.59,Outono
2024-04-14,Camisa UV,4,1524.37,4877.98,Outono
2024-04-14,Deck de Prancha,3,1215.29,2916.7,Outono
2024-04-14,Prancha de Surf,5,735.36,2941.44,Outono
2024-04-14,Prancha de Surf,4,1706.48,5460.74,Outono
2024-04-14,Leash,1,1201.27,961.02,Outono
2024-04-15,Cera para Prancha,4,1457.31,4663.39,Outono
2024-04-15,Bermuda de Surf,3,1402.13,3365.11,Outono
2024-04-15,Mochila Impermeável,5,133.58,534.32,Outono
2024-04-15,Boné,4,1567.79,5016.93,Outono
2024-04-15,Boné,1,1982.12,1585.7,Outono
2024-04-15,Óculos de Sol,4,323.91,1036.51,Outono
2024-04-16,Óculos de Sol,3,1633.1,3919.44,Outono
2024-04-16,Rash Guard,4,1128.64,3611.65,Outono
2024-04-16,Prancha de Surf,5,1626.69,6506.76,Outono
2024-04-16,Bermuda de Surf,4,830.6,2657.92,Outono
2024-04-16,Óculos de Sol,4,243.27,778.46,Outono
2024-04-16,Prancha de Surf,5,805.91,3223.64,Outono
2024-04-16,Cera para Prancha,1,782.05,625.64,Outono
2024-04-16,Leash,5,1149.56,4598.24,Outono
2024-04-16,Boné,2,468.42,749.47,Outono
2024-04-16,Chinelo,5,478.2,1912.8,Outono
2024-04-16,Leash,2,1835.37,2936.59,Outono
2024-04-16,Leash,3,164.47,394.73,Outono
2024-04-16,Mochila Impermeável,4,658.5,2107.2,Outono
2024-04-16,Leash,1,1814.94,1451.95,Outono
2024-04-16,Mochila Impermeável,2,1838.19,2941.1,Outono
2024-04-17,Cera para Prancha,1,868.7,694.96,Outono
2024-04-17,Boné,4,1507.31,4823.39,Outono
2024-04-17,Cera para Prancha,4,1428.18,4570.18,Outono
2024-04-17,Camisa UV,5,1684.93,6739.72,Outono
2024-04-17,Leash,1,1355.09,1084.07,Outono
2024-04-17,Boné,1,935.12,748.1,Outono
2024-04-17,Mochila Impermeável,1,774.89,619.91,Outono
2024-04-17,Bermuda de Surf,4,569.17,1821.34,Outono
2024-04-17,Óculos de Sol,2,912.39,1459.82,Outono
2024-04-17,Deck de Prancha,2,734.1,1174.56,Outono
2024-04-17,Capa de Prancha,1,150.83,120.66,Outono
2024-04-17,Mochila Impermeável,3,119.13,285.91,Outono
2024-04-17,Deck de Prancha,4,475.77,1522.46,Outono
2024-04-17,Mochila Impermeável,3,1507.42,3617.81,Outono
2024-04-17,Cera para Prancha,4,1031.36,3300.35,Outono
2024-04-17,Prancha de Surf,3,792.99,1903.18,Outono
2024-04-17,Bermuda de Surf,2,1173.35,1877.36,Outono
2024-04-17,Capa de Prancha,3,736.15,1766.76,Outono
2024-04-17,Deck de Prancha,1,1821.02,1456.82,Outono
2024-04-17,Boné,1,496.75,397.4,Outono
2024-04-17,Roupa de Neoprene,4,919.31,2941.79,Outono
2024-04-17,Deck de Prancha,1,443.04,354.43,Outono
2024-04-17,Bermuda de Surf,3,1054.79,2531.5,Outono
2024-04-17,Mochila Impermeável,2,1915.92,3065.47,Outono
2024-04-17,Cera para Prancha,3,382.08,916.99,Outono
2024-04-17,Rash Guard,2,1956.27,3130.03,Outono
2024-04-17,Leash,5,766.38,3065.52,Outono
2024-04-17,Bermuda de Surf,1,1115.42,892.34,Outono
2024-04-17,Capa de Prancha,2,493.08,788.93,Outono
2024-04-18,Deck de Prancha,3,1791.04,4298.5,Outono
2024-04-18,Mochila Impermeável,4,358.18,1146.18,Outono
2024-04-18,Roupa de Neoprene,1,706.15,564.92,Outono
2024-04-18,Bermuda de Surf,1,105.94,84.75,Outono
2024-04-18,Roupa de Neoprene,3,1976.65,4743.96,Outono
2024-04-18,Camisa UV,5,740.63,2962.52,Outono
2024-04-18,Roupa de Neoprene,2,125.23,200.37,Outono
2024-04-18,Cera para Prancha,4,265.91,850.91,Outono
2024-04-18,Boné,1,300.06,240.05,Outono
2024-04-18,Leash,5,885.85,3543.4,Outono
2024-04-18,Leash,2,1035.3,1656.48,Outono
2024-04-18,Rash Guard,4,1516.33,4852.26,Outono
2024-04-18,Camisa UV,1,683.32,546.66,Outono
2024-04-18,Camisa UV,5,806.06,3224.24,Outono
2024-04-18,Prancha de Surf,4,374.54,1198.53,Outono
2024-04-18,Óculos de Sol,1,523.47,418.78,Outono
2024-04-18,Mochila Impermeável,2,1506.4,2410.24,Outono
2024-04-18,Leash,3,1474.67,3539.21,Outono
2024-04-18,Chinelo,2,912.34,1459.74,Outono
2024-04-18,Capa de Prancha,4,199.58,638.66,Outono
2024-04-18,Bermuda de Surf,5,629.87,2519.48,Outono
2024-04-19,Óculos de Sol,4,317.95,1017.44,Outono
2024-04-19,Roupa de Neoprene,5,1651.1,6604.4,Outono
2024-04-19,Prancha de Surf,1,925.18,740.14,Outono
2024-04-19,Rash Guard,5,274.47,1097.88,Outono
2024-04-19,Deck de Prancha,4,1248.62,3995.58,Outono
2024-04-19,Óculos de Sol,4,793.74,2539.97,Outono
2024-04-19,Óculos de Sol,3,1461.55,3507.72,Outono
2024-04-19,Chinelo,4,1940.39,6209.25,Outono
2024-04-19,Óculos de Sol,1,461.64,369.31,Outono
2024-04-19,Chinelo,5,209.66,838.64,Outono
2024-04-19,Boné,4,1435.62,4593.98,Outono
2024-04-19,Deck de Prancha,3,989.02,2373.65,Outono
2024-04-19,Capa de Prancha,3,1868.44,4484.26,Outono
2024-04-19,Capa de Prancha,2,1876.02,3001.63,Outono
2024-04-19,Cera para Prancha,5,1331.24,5324.96,Outono
2024-04-19,Leash,4,1836.45,5876.64,Outono
2024-04-19,Leash,5,1005.28,4021.12,Outono
2024-04-19,Cera para Prancha,2,905.57,1448.91,Outono
2024-04-19,Óculos de Sol,4,469.13,1501.22,Outono
2024-04-19,Deck de Prancha,5,1165.75,4663.0,Outono
2024-04-19,Roupa de Neoprene,4,1078.61,3451.55,Outono
2024-04-19,Óculos de Sol,3,823.78,1977.07,Outono
2024-04-19,Prancha de Surf,2,721.06,1153.7,Outono
2024-04-19,Rash Guard,1,1750.95,1400.76,Outono
2024-04-19,Bermuda de Surf,2,1536.04,2457.66,Outono
2024-04-19,Mochila Impermeável,3,1540.14,3696.34,Outono
2024-04-20,Cera para Prancha,5,519.52,2078.08,Outono
2024-04-20,Prancha de Surf,4,226.83,725.86,Outono
2024-04-20,Prancha de Surf,5,1512.07,6048.28,Outono
2024-04-20,Camisa UV,3,1936.33,4647.19,Outono
2024-04-20,Mochila Impermeável,1,1317.67,1054.14,Outono
2024-04-20,Camisa UV,4,1610.82,5154.62,Outono
2024-04-21,Leash,3,297.05,712.92,Outono
2024-04-21,Rash Guard,1,1143.53,914.82,Outono
2024-04-21,Chinelo,4,1831.72,5861.5,Outono
2024-04-21,Chinelo,1,1936.55,1549.24,Outono
2024-04-21,Cera para Prancha,1,323.68,258.94,Outono
2024-04-21,Boné,4,1114.43,3566.18,Outono
2024-04-21,Camisa UV,4,1554.96,4975.87,Outono
2024-04-22,Leash,4,408.89,1308.45,Outono
2024-04-22,Rash Guard,2,210.92,337.47,Outono
2024-04-22,Boné,5,463.65,1854.6,Outono
2024-04-22,Capa de Prancha,4,236.64,757.25,Outono
2024-04-22,Prancha de Surf,3,946.49,2271.58,Outono
2024-04-22,Chinelo,2,609.68,975.49,Outono
2024-04-22,Chinelo,1,243.08,194.46,Outono
2024-04-22,Roupa de Neoprene,5,1584.56,6338.24,Outono
2024-04-22,Leash,1,237.92,190.34,Outono
2024-04-22,Cera para Prancha,2,1102.17,1763.47,Outono
2024-04-22,Prancha de Surf,4,320.26,1024.83,Outono
2024-04-22,Bermuda de Surf,3,412.63,990.31,Outono
2024-04-22,Cera para Prancha,5,356.08,1424.32,Outono
2024-04-22,Bermuda de Surf,3,1699.78,4079.47,Outono
2024-04-22,Roupa de Neoprene,3,1527.84,3666.82,Outono
2024-04-22,Roupa de Neoprene,3,304.48,730.75,Outono
2024-04-22,Roupa de Neoprene,2,225.71,361.14,Outono
2024-04-22,Prancha de Surf,3,1576.04,3782.5,Outono
2024-04-22,Deck de Prancha,5,1132.54,4530.16,Outono
2024-04-22,Bermuda de Surf,1,1405.65,1124.52,Outono
2024-04-22,Prancha de Surf,5,1145.4,4581.6,Outono
2024-04-22,Camisa UV,2,1469.78,2351.65,Outono
2024-04-22,Mochila Impermeável,3,1685.81,4045.94,Outono
2024-04-22,Leash,5,1091.49,4365.96,Outono
2024-04-22,Leash,3,776.75,1864.2,Outono
2024-04-22,Roupa de Neoprene,5,1576.37,6305.48,Outono
2024-04-22,Camisa UV,5,1718.59,6874.36,Outono
2024-04-22,Bermuda de Surf,3,1476.04,3542.5,Outono
2024-04-22,Cera para Prancha,1,375.88,300.7,Outono
2024-04-22,Óculos de Sol,4,1824.38,5838.02,Outono
2024-04-23,Bermuda de Surf,2,692.76,1108.42,Outono
2024-04-23,Mochila Impermeável,1,1878.43,1502.74,Outono
2024-04-23,Cera para Prancha,5,1347.58,5390.32,Outono
2024-04-23,Camisa UV,3,927.22,2225.33,Outono
2024-04-23,Óculos de Sol,1,268.89,215.11,Outono
2024-04-23,Prancha de Surf,2,1729.01,2766.42,Outono
2024-04-23,Rash Guard,3,526.45,1263.48,Outono
2024-04-23,Capa de Prancha,5,1005.6,4022.4,Outono
2024-04-23,Óculos de Sol,1,1232.89,986.31,Outono
2024-04-23,Camisa UV,3,560.49,1345.18,Outono
2024-04-23,Cera para Prancha,2,596.44,954.3,Outono
2024-04-23,Óculos de Sol,3,1126.53,2703.67,Outono
2024-04-23,Roupa de Neoprene,3,334.51,802.82,Outono
2024-04-23,Capa de Prancha,1,707.04,565.63,Outono
2024-04-23,Bermuda de Surf,5,248.21,992.84,Outono
2024-04-23,Chinelo,5,937.62,3750.48,Outono
2024-04-23,Rash Guard,1,1732.83,1386.26,Outono
2024-04-23,Mochila Impermeável,4,516.3,1652.16,Outono
2024-04-23,Boné,1,1851.92,1481.54,Outono
2024-04-23,Mochila Impermeável,4,1338.89,4284.45,Outono
2024-04-23,Camisa UV,2,217.3,347.68,Outono
2024-04-23,Chinelo,1,142.81,114.25,Outono
2024-04-24,Óculos de Sol,3,129.41,310.58,Outono
2024-04-24,Cera para Prancha,4,1214.86,3887.55,Outono
2024-04-24,Roupa de Neoprene,1,1904.17,1523.34,Outono
2024-04-24,Óculos de Sol,4,1153.01,3689.63,Outono
2024-04-24,Rash Guard,3,172.54,414.1,Outono
2024-04-24,Óculos de Sol,1,979.86,783.89,Outono
2024-04-24,Chinelo,3,1514.29,3634.3,Outono
2024-04-24,Mochila Impermeável,1,549.8,439.84,Outono
2024-04-24,Prancha de Surf,4,1834.56,5870.59,Outono
2024-04-24,Boné,4,559.48,1790.34,Outono
2024-04-24,Bermuda de Surf,4,1934.28,6189.7,Outono
2024-04-24,Chinelo,4,728.83,2332.26,Outono
2024-04-24,Roupa de Neoprene,3,1432.83,3438.79,Outono
2024-04-24,Leash,1,1655.35,1324.28,Outono
2024-04-24,Prancha de Surf,2,1104.53,1767.25,Outono
2024-04-24,Leash,2,1622.41,2595.86,Outono
2024-04-24,Deck de Prancha,5,1197.72,4790.88,Outono
2024-04-24,Boné,3,600.91,1442.18,Outono
2024-04-24,Cera para Prancha,4,490.54,1569.73,Outono
2024-04-24,Leash,1,1771.16,1416.93,Outono
2024-04-24,Óculos de Sol,5,1705.64,6822.56,Outono
2024-04-24,Mochila Impermeável,1,1167.16,933.73,Outono
2024-04-24,Roupa de Neoprene,2,644.74,1031.58,Outono
2024-04-24,Bermuda de Surf,5,893.88,3575.52,Outono
2024-04-24,Camisa UV,4,753.62,2411.58,Outono
2024-04-24,Mochila Impermeável,5,1216.5,4866.0,Outono
2024-04-24,Leash,2,1680.73,2689.17,Outono
2024-04-24,Camisa UV,2,1895.9,3033.44,Outono
2024-04-24,Deck de Prancha,3,1626.9,3904.56,Outono
2024-04-25,Cera para Prancha,3,552.62,1326.29,Outono
2024-04-25,Chinelo,1,847.68,678.14,Outono
2024-04-25,Deck de Prancha,4,145.63,466.02,Outono
2024-04-25,Óculos de Sol,3,977.92,2347.01,Outono
2024-04-25,Prancha de Surf,5,1993.6,7974.4,Outono
2024-04-25,Óculos de Sol,5,667.12,2668.48,Outono
2024-04-25,Leash,2,446.55,714.48,Outono
2024-04-25,Camisa UV,3,986.54,2367.7,Outono
2024-04-25,Rash Guard,5,1902.73,7610.92,Outono
2024-04-25,Roupa de Neoprene,5,891.69,3566.76,Outono
2024-04-25,Roupa de Neoprene,2,452.34,723.74,Outono
2024-04-25,Cera para Prancha,5,1188.16,4752.64,Outono
2024-04-25,Leash,4,1953.78,6252.1,Outono
2024-04-25,Capa de Prancha,1,1972.08,1577.66,Outono
2024-04-25,Leash,2,1369.79,2191.66,Outono
2024-04-25,Rash Guard,4,1339.43,4286.18,Outono
2024-04-25,Leash,2,570.14,912.22,Outono
2024-04-25,Prancha de Surf,5,893.14,3572.56,Outono
2024-04-25,Deck de Prancha,3,787.32,1889.57,Outono
2024-04-25,Capa de Prancha,3,432.83,1038.79,Outono
2024-04-26,Leash,5,777.79,3111.16,Outono
2024-04-26,Mochila Impermeável,5,796.19,3184.76,Outono
2024-04-26,Óculos de Sol,2,1482.48,2371.97,Outono
2024-04-26,Boné,1,1229.8,983.84,Outono
2024-04-26,Rash Guard,4,1616.81,5173.79,Outono
2024-04-26,Óculos de Sol,4,633.48,2027.14,Outono
2024-04-26,Camisa UV,3,666.66,1599.98,Outono
2024-04-26,Cera para Prancha,5,701.83,2807.32,Outono
2024-04-26,Mochila Impermeável,2,869.14,1390.62,Outono
2024-04-26,Camisa UV,1,770.29,616.23,Outono
2024-04-26,Capa de Prancha,1,635.77,508.62,Outono
2024-04-26,Prancha de Surf,3,1700.76,4081.82,Outono
2024-04-26,Boné,5,865.32,3461.28,Outono
2024-04-26,Deck de Prancha,3,103.96,249.5,Outono
2024-04-26,Mochila Impermeável,2,1186.27,1898.03,Outono
2024-04-26,Cera para Prancha,2,1176.0,1881.6,Outono
2024-04-26,Camisa UV,5,1980.19,7920.76,Outono
2024-04-26,Mochila Impermeável,3,1283.29,3079.9,Outono
2024-04-26,Mochila Impermeável,5,1231.45,4925.8,Outono
2024-04-26,Deck de Prancha,1,1714.44,1371.55,Outono
2024-04-27,Bermuda de Surf,5,1060.68,4242.72,Outono
2024-04-27,Bermuda de Surf,3,1810.93,4346.23,Outono
2024-04-27,Capa de Prancha,1,895.74,716.59,Outono
2024-04-27,Capa de Prancha,2,1959.27,3134.83,Outono
2024-04-27,Prancha de Surf,3,797.39,1913.74,Outono
2024-04-27,Rash Guard,5,727.82,2911.28,Outono
2024-04-27,Camisa UV,3,1261.93,3028.63,Outono
2024-04-27,Chinelo,2,269.99,431.98,Outono
2024-04-27,Óculos de Sol,1,718.42,574.74,Outono
2024-04-27,Mochila Impermeável,3,1634.42,3922.61,Outono
2024-04-27,Leash,4,1855.25,5936.8,Outono
2024-04-27,Óculos de Sol,4,256.52,820.86,Outono
2024-04-27,Bermuda de Surf,2,258.57,413.71,Outono
2024-04-27,Rash Guard,3,199.6,479.04,Outono
2024-04-27,Rash Guard,5,328.5,1314.0,Outono
2024-04-27,Cera para Prancha,2,1517.19,2427.5,Outono
2024-04-28,Bermuda de Surf,2,1390.06,2224.1,Outono
2024-04-28,Prancha de Surf,3,1526.77,3664.25,Outono
2024-04-28,Leash,5,1616.99,6467.96,Outono
2024-04-28,Mochila Impermeável,3,761.9,1828.56,Outono
2024-04-28,Chinelo,1,832.29,665.83,Outono
2024-04-28,Rash Guard,5,855.23,3420.92,Outono
2024-04-28,Leash,4,1754.15,5613.28,Outono
2024-04-28,Roupa de Neoprene,3,1777.08,4264.99,Outono
2024-04-28,Deck de Prancha,3,316.59,759.82,Outono
